Date,Datetime,Month,AccountNumber,Quantity,UnitOfMeasure,SettlementPointPrice,PriceUnits,Price
5/26/2022,5/26/2022 0:00,May,account_a,1.25925,kWh,61.32,$/MWh,0.06132
5/26/2022,5/26/2022 0:00,May,account_b,97.359,kWh,61.32,$/MWh,0.06132
5/26/2022,5/26/2022 1:00,May,account_a,1.2765,kWh,57.71,$/MWh,0.05771
5/26/2022,5/26/2022 1:00,May,account_b,94.047,kWh,57.71,$/MWh,0.05771
5/26/2022,5/26/2022 2:00,May,account_a,1.25925,kWh,53.56,$/MWh,0.05356
5/26/2022,5/26/2022 2:00,May,account_b,96.876,kWh,53.56,$/MWh,0.05356
5/26/2022,5/26/2022 3:00,May,account_a,0.98325,kWh,50.04,$/MWh,0.05004
5/26/2022,5/26/2022 3:00,May,account_b,98.808,kWh,50.04,$/MWh,0.05004
5/26/2022,5/26/2022 4:00,May,account_a,1.25925,kWh,48.93,$/MWh,0.04893
5/26/2022,5/26/2022 4:00,May,account_b,99.36,kWh,48.93,$/MWh,0.04893
5/26/2022,5/26/2022 5:00,May,account_a,0.966,kWh,54.16,$/MWh,0.05416
5/26/2022,5/26/2022 5:00,May,account_b,105.639,kWh,54.16,$/MWh,0.05416
5/26/2022,5/26/2022 6:00,May,account_a,1.25925,kWh,60.66,$/MWh,0.06066
5/26/2022,5/26/2022 6:00,May,account_b,143.037,kWh,60.66,$/MWh,0.06066
5/26/2022,5/26/2022 7:00,May,account_a,1.2765,kWh,62.22,$/MWh,0.06222
5/26/2022,5/26/2022 7:00,May,account_b,161.736,kWh,62.22,$/MWh,0.06222
5/26/2022,5/26/2022 8:00,May,account_a,1.9665,kWh,57.38,$/MWh,0.05738
5/26/2022,5/26/2022 8:00,May,account_b,167.118,kWh,57.38,$/MWh,0.05738
5/26/2022,5/26/2022 9:00,May,account_a,2.25975,kWh,61.34,$/MWh,0.06134
5/26/2022,5/26/2022 9:00,May,account_b,176.433,kWh,61.34,$/MWh,0.06134
5/26/2022,5/26/2022 10:00,May,account_a,2.691,kWh,63.03,$/MWh,0.06303
5/26/2022,5/26/2022 10:00,May,account_b,185.541,kWh,63.03,$/MWh,0.06303
5/26/2022,5/26/2022 11:00,May,account_a,3.53625,kWh,71.08,$/MWh,0.07108
5/26/2022,5/26/2022 11:00,May,account_b,194.58,kWh,71.08,$/MWh,0.07108
5/26/2022,5/26/2022 12:00,May,account_a,3.657,kWh,73.93,$/MWh,0.07393
5/26/2022,5/26/2022 12:00,May,account_b,183.126,kWh,73.93,$/MWh,0.07393
5/26/2022,5/26/2022 13:00,May,account_a,4.002,kWh,82.57,$/MWh,0.08257
5/26/2022,5/26/2022 13:00,May,account_b,178.641,kWh,82.57,$/MWh,0.08257
5/26/2022,5/26/2022 14:00,May,account_a,4.29525,kWh,99.93,$/MWh,0.09993
5/26/2022,5/26/2022 14:00,May,account_b,169.395,kWh,99.93,$/MWh,0.09993
5/26/2022,5/26/2022 15:00,May,account_a,3.26025,kWh,142.04,$/MWh,0.14204
5/26/2022,5/26/2022 15:00,May,account_b,166.428,kWh,142.04,$/MWh,0.14204
5/26/2022,5/26/2022 16:00,May,account_a,3.0015,kWh,167.37,$/MWh,0.16737
5/26/2022,5/26/2022 16:00,May,account_b,168.774,kWh,167.37,$/MWh,0.16737
5/26/2022,5/26/2022 17:00,May,account_a,4.002,kWh,153.77,$/MWh,0.15377
5/26/2022,5/26/2022 17:00,May,account_b,151.179,kWh,153.77,$/MWh,0.15377
5/26/2022,5/26/2022 18:00,May,account_a,3.4155,kWh,109.48,$/MWh,0.10948
5/26/2022,5/26/2022 18:00,May,account_b,124.959,kWh,109.48,$/MWh,0.10948
5/26/2022,5/26/2022 19:00,May,account_a,3.036,kWh,141.37,$/MWh,0.14137
5/26/2022,5/26/2022 19:00,May,account_b,96.186,kWh,141.37,$/MWh,0.14137
5/26/2022,5/26/2022 20:00,May,account_a,2.829,kWh,145.67,$/MWh,0.14567
5/26/2022,5/26/2022 20:00,May,account_b,93.357,kWh,145.67,$/MWh,0.14567
5/26/2022,5/26/2022 21:00,May,account_a,2.0355,kWh,93.56,$/MWh,0.09356
5/26/2022,5/26/2022 21:00,May,account_b,91.839,kWh,93.56,$/MWh,0.09356
5/26/2022,5/26/2022 22:00,May,account_a,2.25975,kWh,78.07,$/MWh,0.07807
5/26/2022,5/26/2022 22:00,May,account_b,91.011,kWh,78.07,$/MWh,0.07807
5/26/2022,5/26/2022 23:00,May,account_a,2.15625,kWh,64.68,$/MWh,0.06468
5/26/2022,5/26/2022 23:00,May,account_b,87.423,kWh,64.68,$/MWh,0.06468
5/27/2022,5/27/2022 0:00,May,account_a,1.88025,kWh,63.99,$/MWh,0.06399
5/27/2022,5/27/2022 0:00,May,account_b,87.63,kWh,63.99,$/MWh,0.06399
5/27/2022,5/27/2022 1:00,May,account_a,1.7595,kWh,59.43,$/MWh,0.05943
5/27/2022,5/27/2022 1:00,May,account_b,87.906,kWh,59.43,$/MWh,0.05943
5/27/2022,5/27/2022 2:00,May,account_a,1.67325,kWh,49.94,$/MWh,0.04994
5/27/2022,5/27/2022 2:00,May,account_b,86.733,kWh,49.94,$/MWh,0.04994
5/27/2022,5/27/2022 3:00,May,account_a,1.725,kWh,44.29,$/MWh,0.04429
5/27/2022,5/27/2022 3:00,May,account_b,86.94,kWh,44.29,$/MWh,0.04429
5/27/2022,5/27/2022 4:00,May,account_a,1.67325,kWh,50.23,$/MWh,0.05023
5/27/2022,5/27/2022 4:00,May,account_b,91.149,kWh,50.23,$/MWh,0.05023
5/27/2022,5/27/2022 5:00,May,account_a,1.46625,kWh,56.51,$/MWh,0.05651
5/27/2022,5/27/2022 5:00,May,account_b,91.839,kWh,56.51,$/MWh,0.05651
5/27/2022,5/27/2022 6:00,May,account_a,1.56975,kWh,72.02,$/MWh,0.07202
5/27/2022,5/27/2022 6:00,May,account_b,128.34,kWh,72.02,$/MWh,0.07202
5/27/2022,5/27/2022 7:00,May,account_a,1.60425,kWh,71.19,$/MWh,0.07119
5/27/2022,5/27/2022 7:00,May,account_b,138.552,kWh,71.19,$/MWh,0.07119
5/27/2022,5/27/2022 8:00,May,account_a,2.67375,kWh,62.75,$/MWh,0.06275
5/27/2022,5/27/2022 8:00,May,account_b,150.903,kWh,62.75,$/MWh,0.06275
5/27/2022,5/27/2022 9:00,May,account_a,3.4155,kWh,65.21,$/MWh,0.06521
5/27/2022,5/27/2022 9:00,May,account_b,176.64,kWh,65.21,$/MWh,0.06521
5/27/2022,5/27/2022 10:00,May,account_a,3.9675,kWh,77.07,$/MWh,0.07707
5/27/2022,5/27/2022 10:00,May,account_b,184.161,kWh,77.07,$/MWh,0.07707
5/27/2022,5/27/2022 11:00,May,account_a,4.554,kWh,94.7,$/MWh,0.0947
5/27/2022,5/27/2022 11:00,May,account_b,183.126,kWh,94.7,$/MWh,0.0947
5/27/2022,5/27/2022 12:00,May,account_a,4.53675,kWh,113.3,$/MWh,0.1133
5/27/2022,5/27/2022 12:00,May,account_b,175.053,kWh,113.3,$/MWh,0.1133
5/27/2022,5/27/2022 13:00,May,account_a,4.91625,kWh,161.22,$/MWh,0.16122
5/27/2022,5/27/2022 13:00,May,account_b,168.705,kWh,161.22,$/MWh,0.16122
5/27/2022,5/27/2022 14:00,May,account_a,5.43375,kWh,213.82,$/MWh,0.21382
5/27/2022,5/27/2022 14:00,May,account_b,164.634,kWh,213.82,$/MWh,0.21382
5/27/2022,5/27/2022 15:00,May,account_a,3.3465,kWh,297.86,$/MWh,0.29786
5/27/2022,5/27/2022 15:00,May,account_b,166.635,kWh,297.86,$/MWh,0.29786
5/27/2022,5/27/2022 16:00,May,account_a,4.347,kWh,358.32,$/MWh,0.35832
5/27/2022,5/27/2022 16:00,May,account_b,160.425,kWh,358.32,$/MWh,0.35832
5/27/2022,5/27/2022 17:00,May,account_a,4.01925,kWh,241.16,$/MWh,0.24116
5/27/2022,5/27/2022 17:00,May,account_b,159.39,kWh,241.16,$/MWh,0.24116
5/27/2022,5/27/2022 18:00,May,account_a,4.22625,kWh,141.6,$/MWh,0.1416
5/27/2022,5/27/2022 18:00,May,account_b,130.341,kWh,141.6,$/MWh,0.1416
5/27/2022,5/27/2022 19:00,May,account_a,3.15675,kWh,135.62,$/MWh,0.13562
5/27/2022,5/27/2022 19:00,May,account_b,91.908,kWh,135.62,$/MWh,0.13562
5/27/2022,5/27/2022 20:00,May,account_a,3.0015,kWh,100.61,$/MWh,0.10061
5/27/2022,5/27/2022 20:00,May,account_b,93.702,kWh,100.61,$/MWh,0.10061
5/27/2022,5/27/2022 21:00,May,account_a,2.277,kWh,83.51,$/MWh,0.08351
5/27/2022,5/27/2022 21:00,May,account_b,89.01,kWh,83.51,$/MWh,0.08351
5/27/2022,5/27/2022 22:00,May,account_a,2.36325,kWh,76.49,$/MWh,0.07649
5/27/2022,5/27/2022 22:00,May,account_b,86.871,kWh,76.49,$/MWh,0.07649
5/27/2022,5/27/2022 23:00,May,account_a,1.84575,kWh,70.57,$/MWh,0.07057
5/27/2022,5/27/2022 23:00,May,account_b,88.32,kWh,70.57,$/MWh,0.07057
5/28/2022,5/28/2022 0:00,May,account_a,2.12175,kWh,60.28,$/MWh,0.06028
5/28/2022,5/28/2022 0:00,May,account_b,87.354,kWh,60.28,$/MWh,0.06028
5/28/2022,5/28/2022 1:00,May,account_a,1.84575,kWh,50.69,$/MWh,0.05069
5/28/2022,5/28/2022 1:00,May,account_b,87.699,kWh,50.69,$/MWh,0.05069
5/28/2022,5/28/2022 2:00,May,account_a,1.74225,kWh,36.62,$/MWh,0.03662
5/28/2022,5/28/2022 2:00,May,account_b,86.457,kWh,36.62,$/MWh,0.03662
5/28/2022,5/28/2022 3:00,May,account_a,1.74225,kWh,30.05,$/MWh,0.03005
5/28/2022,5/28/2022 3:00,May,account_b,86.526,kWh,30.05,$/MWh,0.03005
5/28/2022,5/28/2022 4:00,May,account_a,1.74225,kWh,27.37,$/MWh,0.02737
5/28/2022,5/28/2022 4:00,May,account_b,90.045,kWh,27.37,$/MWh,0.02737
5/28/2022,5/28/2022 5:00,May,account_a,2.22525,kWh,31.86,$/MWh,0.03186
5/28/2022,5/28/2022 5:00,May,account_b,88.251,kWh,31.86,$/MWh,0.03186
5/28/2022,5/28/2022 6:00,May,account_a,1.5525,kWh,42.4,$/MWh,0.0424
5/28/2022,5/28/2022 6:00,May,account_b,88.872,kWh,42.4,$/MWh,0.0424
5/28/2022,5/28/2022 7:00,May,account_a,2.05275,kWh,44.86,$/MWh,0.04486
5/28/2022,5/28/2022 7:00,May,account_b,135.93,kWh,44.86,$/MWh,0.04486
5/28/2022,5/28/2022 8:00,May,account_a,2.8635,kWh,50.83,$/MWh,0.05083
5/28/2022,5/28/2022 8:00,May,account_b,136.344,kWh,50.83,$/MWh,0.05083
5/28/2022,5/28/2022 9:00,May,account_a,3.4845,kWh,78.05,$/MWh,0.07805
5/28/2022,5/28/2022 9:00,May,account_b,143.658,kWh,78.05,$/MWh,0.07805
5/28/2022,5/28/2022 10:00,May,account_a,3.77775,kWh,89.77,$/MWh,0.08977
5/28/2022,5/28/2022 10:00,May,account_b,148.764,kWh,89.77,$/MWh,0.08977
5/28/2022,5/28/2022 11:00,May,account_a,3.864,kWh,93.43,$/MWh,0.09343
5/28/2022,5/28/2022 11:00,May,account_b,147.177,kWh,93.43,$/MWh,0.09343
5/28/2022,5/28/2022 12:00,May,account_a,4.3815,kWh,105.48,$/MWh,0.10548
5/28/2022,5/28/2022 12:00,May,account_b,101.844,kWh,105.48,$/MWh,0.10548
5/28/2022,5/28/2022 13:00,May,account_a,4.88175,kWh,163.87,$/MWh,0.16387
5/28/2022,5/28/2022 13:00,May,account_b,96.945,kWh,163.87,$/MWh,0.16387
5/28/2022,5/28/2022 14:00,May,account_a,5.08875,kWh,213.03,$/MWh,0.21303
5/28/2022,5/28/2022 14:00,May,account_b,95.427,kWh,213.03,$/MWh,0.21303
5/28/2022,5/28/2022 15:00,May,account_a,3.174,kWh,296.38,$/MWh,0.29638
5/28/2022,5/28/2022 15:00,May,account_b,97.842,kWh,296.38,$/MWh,0.29638
5/28/2022,5/28/2022 16:00,May,account_a,3.588,kWh,348.31,$/MWh,0.34831
5/28/2022,5/28/2022 16:00,May,account_b,99.084,kWh,348.31,$/MWh,0.34831
5/28/2022,5/28/2022 17:00,May,account_a,3.5535,kWh,278.08,$/MWh,0.27808
5/28/2022,5/28/2022 17:00,May,account_b,106.053,kWh,278.08,$/MWh,0.27808
5/28/2022,5/28/2022 18:00,May,account_a,3.39825,kWh,143.92,$/MWh,0.14392
5/28/2022,5/28/2022 18:00,May,account_b,104.949,kWh,143.92,$/MWh,0.14392
5/28/2022,5/28/2022 19:00,May,account_a,3.3465,kWh,110.61,$/MWh,0.11061
5/28/2022,5/28/2022 19:00,May,account_b,101.568,kWh,110.61,$/MWh,0.11061
5/28/2022,5/28/2022 20:00,May,account_a,2.7255,kWh,91.99,$/MWh,0.09199
5/28/2022,5/28/2022 20:00,May,account_b,96.531,kWh,91.99,$/MWh,0.09199
5/28/2022,5/28/2022 21:00,May,account_a,2.829,kWh,86.88,$/MWh,0.08688
5/28/2022,5/28/2022 21:00,May,account_b,92.943,kWh,86.88,$/MWh,0.08688
5/28/2022,5/28/2022 22:00,May,account_a,2.208,kWh,72.38,$/MWh,0.07238
5/28/2022,5/28/2022 22:00,May,account_b,91.356,kWh,72.38,$/MWh,0.07238
5/28/2022,5/28/2022 23:00,May,account_a,2.22525,kWh,70.98,$/MWh,0.07098
5/28/2022,5/28/2022 23:00,May,account_b,89.7,kWh,70.98,$/MWh,0.07098
5/29/2022,5/29/2022 0:00,May,account_a,2.19075,kWh,48.48,$/MWh,0.04848
5/29/2022,5/29/2022 0:00,May,account_b,91.563,kWh,48.48,$/MWh,0.04848
5/29/2022,5/29/2022 1:00,May,account_a,2.1045,kWh,40.75,$/MWh,0.04075
5/29/2022,5/29/2022 1:00,May,account_b,89.976,kWh,40.75,$/MWh,0.04075
5/29/2022,5/29/2022 2:00,May,account_a,2.1045,kWh,26.8,$/MWh,0.0268
5/29/2022,5/29/2022 2:00,May,account_b,93.633,kWh,26.8,$/MWh,0.0268
5/29/2022,5/29/2022 3:00,May,account_a,1.74225,kWh,19.93,$/MWh,0.01993
5/29/2022,5/29/2022 3:00,May,account_b,92.253,kWh,19.93,$/MWh,0.01993
5/29/2022,5/29/2022 4:00,May,account_a,2.001,kWh,17.39,$/MWh,0.01739
5/29/2022,5/29/2022 4:00,May,account_b,91.356,kWh,17.39,$/MWh,0.01739
5/29/2022,5/29/2022 5:00,May,account_a,1.98375,kWh,17.96,$/MWh,0.01796
5/29/2022,5/29/2022 5:00,May,account_b,101.016,kWh,17.96,$/MWh,0.01796
5/29/2022,5/29/2022 6:00,May,account_a,2.001,kWh,25.2,$/MWh,0.0252
5/29/2022,5/29/2022 6:00,May,account_b,157.527,kWh,25.2,$/MWh,0.0252
5/29/2022,5/29/2022 7:00,May,account_a,1.98375,kWh,27.14,$/MWh,0.02714
5/29/2022,5/29/2022 7:00,May,account_b,141.243,kWh,27.14,$/MWh,0.02714
5/29/2022,5/29/2022 8:00,May,account_a,2.3115,kWh,34.26,$/MWh,0.03426
5/29/2022,5/29/2022 8:00,May,account_b,137.517,kWh,34.26,$/MWh,0.03426
5/29/2022,5/29/2022 9:00,May,account_a,2.7945,kWh,52.17,$/MWh,0.05217
5/29/2022,5/29/2022 9:00,May,account_b,150.351,kWh,52.17,$/MWh,0.05217
5/29/2022,5/29/2022 10:00,May,account_a,3.57075,kWh,69.44,$/MWh,0.06944
5/29/2022,5/29/2022 10:00,May,account_b,154.629,kWh,69.44,$/MWh,0.06944
5/29/2022,5/29/2022 11:00,May,account_a,3.63975,kWh,84.52,$/MWh,0.08452
5/29/2022,5/29/2022 11:00,May,account_b,153.387,kWh,84.52,$/MWh,0.08452
5/29/2022,5/29/2022 12:00,May,account_a,3.53625,kWh,112.31,$/MWh,0.11231
5/29/2022,5/29/2022 12:00,May,account_b,153.663,kWh,112.31,$/MWh,0.11231
5/29/2022,5/29/2022 13:00,May,account_a,3.7605,kWh,136.89,$/MWh,0.13689
5/29/2022,5/29/2022 13:00,May,account_b,149.661,kWh,136.89,$/MWh,0.13689
5/29/2022,5/29/2022 14:00,May,account_a,3.864,kWh,166.69,$/MWh,0.16669
5/29/2022,5/29/2022 14:00,May,account_b,150.558,kWh,166.69,$/MWh,0.16669
5/29/2022,5/29/2022 15:00,May,account_a,3.8295,kWh,238.56,$/MWh,0.23856
5/29/2022,5/29/2022 15:00,May,account_b,155.802,kWh,238.56,$/MWh,0.23856
5/29/2022,5/29/2022 16:00,May,account_a,4.19175,kWh,343.64,$/MWh,0.34364
5/29/2022,5/29/2022 16:00,May,account_b,162.219,kWh,343.64,$/MWh,0.34364
5/29/2022,5/29/2022 17:00,May,account_a,3.8985,kWh,225.12,$/MWh,0.22512
5/29/2022,5/29/2022 17:00,May,account_b,164.151,kWh,225.12,$/MWh,0.22512
5/29/2022,5/29/2022 18:00,May,account_a,3.84675,kWh,122.79,$/MWh,0.12279
5/29/2022,5/29/2022 18:00,May,account_b,144.624,kWh,122.79,$/MWh,0.12279
5/29/2022,5/29/2022 19:00,May,account_a,3.6225,kWh,107.56,$/MWh,0.10756
5/29/2022,5/29/2022 19:00,May,account_b,111.228,kWh,107.56,$/MWh,0.10756
5/29/2022,5/29/2022 20:00,May,account_a,2.967,kWh,88.57,$/MWh,0.08857
5/29/2022,5/29/2022 20:00,May,account_b,108.261,kWh,88.57,$/MWh,0.08857
5/29/2022,5/29/2022 21:00,May,account_a,2.57025,kWh,84.92,$/MWh,0.08492
5/29/2022,5/29/2022 21:00,May,account_b,108.537,kWh,84.92,$/MWh,0.08492
5/29/2022,5/29/2022 22:00,May,account_a,2.484,kWh,68.08,$/MWh,0.06808
5/29/2022,5/29/2022 22:00,May,account_b,108.744,kWh,68.08,$/MWh,0.06808
5/29/2022,5/29/2022 23:00,May,account_a,2.346,kWh,52.64,$/MWh,0.05264
5/29/2022,5/29/2022 23:00,May,account_b,107.433,kWh,52.64,$/MWh,0.05264
5/30/2022,5/30/2022 0:00,May,account_a,2.3805,kWh,41.41,$/MWh,0.04141
5/30/2022,5/30/2022 0:00,May,account_b,107.157,kWh,41.41,$/MWh,0.04141
5/30/2022,5/30/2022 1:00,May,account_a,2.08725,kWh,29.04,$/MWh,0.02904
5/30/2022,5/30/2022 1:00,May,account_b,110.538,kWh,29.04,$/MWh,0.02904
5/30/2022,5/30/2022 2:00,May,account_a,2.1045,kWh,15.59,$/MWh,0.01559
5/30/2022,5/30/2022 2:00,May,account_b,107.226,kWh,15.59,$/MWh,0.01559
5/30/2022,5/30/2022 3:00,May,account_a,2.2425,kWh,7.63,$/MWh,0.00763
5/30/2022,5/30/2022 3:00,May,account_b,107.226,kWh,7.63,$/MWh,0.00763
5/30/2022,5/30/2022 4:00,May,account_a,2.15625,kWh,6.4,$/MWh,0.0064
5/30/2022,5/30/2022 4:00,May,account_b,107.571,kWh,6.4,$/MWh,0.0064
5/30/2022,5/30/2022 5:00,May,account_a,2.967,kWh,11.57,$/MWh,0.01157
5/30/2022,5/30/2022 5:00,May,account_b,110.262,kWh,11.57,$/MWh,0.01157
5/30/2022,5/30/2022 6:00,May,account_a,2.50125,kWh,23.96,$/MWh,0.02396
5/30/2022,5/30/2022 6:00,May,account_b,157.665,kWh,23.96,$/MWh,0.02396
5/30/2022,5/30/2022 7:00,May,account_a,2.208,kWh,25.69,$/MWh,0.02569
5/30/2022,5/30/2022 7:00,May,account_b,144.624,kWh,25.69,$/MWh,0.02569
5/30/2022,5/30/2022 8:00,May,account_a,3.0705,kWh,35.92,$/MWh,0.03592
5/30/2022,5/30/2022 8:00,May,account_b,139.449,kWh,35.92,$/MWh,0.03592
5/30/2022,5/30/2022 9:00,May,account_a,2.84625,kWh,57.38,$/MWh,0.05738
5/30/2022,5/30/2022 9:00,May,account_b,142.692,kWh,57.38,$/MWh,0.05738
5/30/2022,5/30/2022 10:00,May,account_a,3.795,kWh,69.12,$/MWh,0.06912
5/30/2022,5/30/2022 10:00,May,account_b,152.283,kWh,69.12,$/MWh,0.06912
5/30/2022,5/30/2022 11:00,May,account_a,4.08825,kWh,79.42,$/MWh,0.07942
5/30/2022,5/30/2022 11:00,May,account_b,155.181,kWh,79.42,$/MWh,0.07942
5/30/2022,5/30/2022 12:00,May,account_a,3.6915,kWh,95.72,$/MWh,0.09572
5/30/2022,5/30/2022 12:00,May,account_b,153.456,kWh,95.72,$/MWh,0.09572
5/30/2022,5/30/2022 13:00,May,account_a,4.1055,kWh,104.14,$/MWh,0.10414
5/30/2022,5/30/2022 13:00,May,account_b,154.491,kWh,104.14,$/MWh,0.10414
5/30/2022,5/30/2022 14:00,May,account_a,4.43325,kWh,123.46,$/MWh,0.12346
5/30/2022,5/30/2022 14:00,May,account_b,158.01,kWh,123.46,$/MWh,0.12346
5/30/2022,5/30/2022 15:00,May,account_a,4.002,kWh,146.78,$/MWh,0.14678
5/30/2022,5/30/2022 15:00,May,account_b,154.56,kWh,146.78,$/MWh,0.14678
5/30/2022,5/30/2022 16:00,May,account_a,4.50225,kWh,213.18,$/MWh,0.21318
5/30/2022,5/30/2022 16:00,May,account_b,155.871,kWh,213.18,$/MWh,0.21318
5/30/2022,5/30/2022 17:00,May,account_a,4.4505,kWh,140.47,$/MWh,0.14047
5/30/2022,5/30/2022 17:00,May,account_b,158.7,kWh,140.47,$/MWh,0.14047
5/30/2022,5/30/2022 18:00,May,account_a,4.0365,kWh,99.02,$/MWh,0.09902
5/30/2022,5/30/2022 18:00,May,account_b,137.517,kWh,99.02,$/MWh,0.09902
5/30/2022,5/30/2022 19:00,May,account_a,3.88125,kWh,83.65,$/MWh,0.08365
5/30/2022,5/30/2022 19:00,May,account_b,111.366,kWh,83.65,$/MWh,0.08365
5/30/2022,5/30/2022 20:00,May,account_a,3.22575,kWh,87.95,$/MWh,0.08795
5/30/2022,5/30/2022 20:00,May,account_b,111.228,kWh,87.95,$/MWh,0.08795
5/30/2022,5/30/2022 21:00,May,account_a,2.5875,kWh,81.83,$/MWh,0.08183
5/30/2022,5/30/2022 21:00,May,account_b,110.193,kWh,81.83,$/MWh,0.08183
5/30/2022,5/30/2022 22:00,May,account_a,2.1735,kWh,65.36,$/MWh,0.06536
5/30/2022,5/30/2022 22:00,May,account_b,108.33,kWh,65.36,$/MWh,0.06536
5/30/2022,5/30/2022 23:00,May,account_a,2.50125,kWh,52.84,$/MWh,0.05284
5/30/2022,5/30/2022 23:00,May,account_b,109.71,kWh,52.84,$/MWh,0.05284
5/31/2022,5/31/2022 0:00,May,account_a,2.08725,kWh,44.41,$/MWh,0.04441
5/31/2022,5/31/2022 0:00,May,account_b,110.262,kWh,44.41,$/MWh,0.04441
5/31/2022,5/31/2022 1:00,May,account_a,2.07,kWh,32.57,$/MWh,0.03257
5/31/2022,5/31/2022 1:00,May,account_b,108.261,kWh,32.57,$/MWh,0.03257
5/31/2022,5/31/2022 2:00,May,account_a,2.277,kWh,23,$/MWh,0.023
5/31/2022,5/31/2022 2:00,May,account_b,108.33,kWh,23,$/MWh,0.023
5/31/2022,5/31/2022 3:00,May,account_a,2.139,kWh,19.45,$/MWh,0.01945
5/31/2022,5/31/2022 3:00,May,account_b,108.606,kWh,19.45,$/MWh,0.01945
5/31/2022,5/31/2022 4:00,May,account_a,1.9665,kWh,25.09,$/MWh,0.02509
5/31/2022,5/31/2022 4:00,May,account_b,108.813,kWh,25.09,$/MWh,0.02509
5/31/2022,5/31/2022 5:00,May,account_a,3.0015,kWh,35.32,$/MWh,0.03532
5/31/2022,5/31/2022 5:00,May,account_b,108.951,kWh,35.32,$/MWh,0.03532
5/31/2022,5/31/2022 6:00,May,account_a,2.36325,kWh,53.83,$/MWh,0.05383
5/31/2022,5/31/2022 6:00,May,account_b,194.856,kWh,53.83,$/MWh,0.05383
5/31/2022,5/31/2022 7:00,May,account_a,2.277,kWh,64.65,$/MWh,0.06465
5/31/2022,5/31/2022 7:00,May,account_b,205.344,kWh,64.65,$/MWh,0.06465
5/31/2022,5/31/2022 8:00,May,account_a,2.67375,kWh,65.11,$/MWh,0.06511
5/31/2022,5/31/2022 8:00,May,account_b,198.651,kWh,65.11,$/MWh,0.06511
5/31/2022,5/31/2022 9:00,May,account_a,3.57075,kWh,70.97,$/MWh,0.07097
5/31/2022,5/31/2022 9:00,May,account_b,208.311,kWh,70.97,$/MWh,0.07097
5/31/2022,5/31/2022 10:00,May,account_a,4.1745,kWh,75.45,$/MWh,0.07545
5/31/2022,5/31/2022 10:00,May,account_b,230.805,kWh,75.45,$/MWh,0.07545
5/31/2022,5/31/2022 11:00,May,account_a,4.899,kWh,90.31,$/MWh,0.09031
5/31/2022,5/31/2022 11:00,May,account_b,228.459,kWh,90.31,$/MWh,0.09031
5/31/2022,5/31/2022 12:00,May,account_a,4.53675,kWh,103.5,$/MWh,0.1035
5/31/2022,5/31/2022 12:00,May,account_b,230.598,kWh,103.5,$/MWh,0.1035
5/31/2022,5/31/2022 13:00,May,account_a,5.26125,kWh,128.16,$/MWh,0.12816
5/31/2022,5/31/2022 13:00,May,account_b,225.561,kWh,128.16,$/MWh,0.12816
5/31/2022,5/31/2022 14:00,May,account_a,5.98575,kWh,157.33,$/MWh,0.15733
5/31/2022,5/31/2022 14:00,May,account_b,225.354,kWh,157.33,$/MWh,0.15733
5/31/2022,5/31/2022 15:00,May,account_a,3.8295,kWh,191.54,$/MWh,0.19154
5/31/2022,5/31/2022 15:00,May,account_b,232.323,kWh,191.54,$/MWh,0.19154
5/31/2022,5/31/2022 16:00,May,account_a,4.64025,kWh,227.38,$/MWh,0.22738
5/31/2022,5/31/2022 16:00,May,account_b,212.037,kWh,227.38,$/MWh,0.22738
5/31/2022,5/31/2022 17:00,May,account_a,4.347,kWh,136.28,$/MWh,0.13628
5/31/2022,5/31/2022 17:00,May,account_b,208.38,kWh,136.28,$/MWh,0.13628
5/31/2022,5/31/2022 18:00,May,account_a,4.416,kWh,96.24,$/MWh,0.09624
5/31/2022,5/31/2022 18:00,May,account_b,158.7,kWh,96.24,$/MWh,0.09624
5/31/2022,5/31/2022 19:00,May,account_a,4.36425,kWh,81.21,$/MWh,0.08121
5/31/2022,5/31/2022 19:00,May,account_b,111.228,kWh,81.21,$/MWh,0.08121
5/31/2022,5/31/2022 20:00,May,account_a,3.39825,kWh,94.09,$/MWh,0.09409
5/31/2022,5/31/2022 20:00,May,account_b,107.088,kWh,94.09,$/MWh,0.09409
5/31/2022,5/31/2022 21:00,May,account_a,3.01875,kWh,69.4,$/MWh,0.0694
5/31/2022,5/31/2022 21:00,May,account_b,100.602,kWh,69.4,$/MWh,0.0694
5/31/2022,5/31/2022 22:00,May,account_a,2.63925,kWh,63.04,$/MWh,0.06304
5/31/2022,5/31/2022 22:00,May,account_b,98.049,kWh,63.04,$/MWh,0.06304
5/31/2022,5/31/2022 23:00,May,account_a,2.277,kWh,54.13,$/MWh,0.05413
5/31/2022,5/31/2022 23:00,May,account_b,97.428,kWh,54.13,$/MWh,0.05413
6/1/2022,6/1/2022 0:00,June,account_a,2.6565,kWh,67.5,$/MWh,0.0675
6/1/2022,6/1/2022 0:00,June,account_b,97.773,kWh,67.5,$/MWh,0.0675
6/1/2022,6/1/2022 1:00,June,account_a,2.139,kWh,61.09,$/MWh,0.06109
6/1/2022,6/1/2022 1:00,June,account_b,95.703,kWh,61.09,$/MWh,0.06109
6/1/2022,6/1/2022 2:00,June,account_a,2.1045,kWh,58.93,$/MWh,0.05893
6/1/2022,6/1/2022 2:00,June,account_b,96.531,kWh,58.93,$/MWh,0.05893
