Date,Datetime,Month,AccountNumber,Quantity,UnitOfMeasure,SettlementPointPrice,PriceUnits,Price
4/22/2023,4/22/2023 16:00,April,account_a,8.46975,kWh,23.38,$/MWh,0.02338
4/22/2023,4/22/2023 16:00,April,account_b,52.164,kWh,23.38,$/MWh,0.02338
4/22/2023,4/22/2023 17:00,April,account_a,10.57425,kWh,21.51,$/MWh,0.02151
4/22/2023,4/22/2023 17:00,April,account_b,54.51,kWh,21.51,$/MWh,0.02151
4/22/2023,4/22/2023 18:00,April,account_a,8.53875,kWh,22.09,$/MWh,0.02209
4/22/2023,4/22/2023 18:00,April,account_b,51.612,kWh,22.09,$/MWh,0.02209
4/22/2023,4/22/2023 19:00,April,account_a,10.88475,kWh,29.92,$/MWh,0.02992
4/22/2023,4/22/2023 19:00,April,account_b,55.821,kWh,29.92,$/MWh,0.02992
4/22/2023,4/22/2023 20:00,April,account_a,8.84925,kWh,28.77,$/MWh,0.02877
4/22/2023,4/22/2023 20:00,April,account_b,60.168,kWh,28.77,$/MWh,0.02877
4/22/2023,4/22/2023 21:00,April,account_a,12.05775,kWh,19.08,$/MWh,0.01908
4/22/2023,4/22/2023 21:00,April,account_b,64.377,kWh,19.08,$/MWh,0.01908
4/22/2023,4/22/2023 22:00,April,account_a,9.315,kWh,17.55,$/MWh,0.01755
4/22/2023,4/22/2023 22:00,April,account_b,64.722,kWh,17.55,$/MWh,0.01755
4/22/2023,4/22/2023 23:00,April,account_a,11.1435,kWh,16.32,$/MWh,0.01632
4/22/2023,4/22/2023 23:00,April,account_b,66.861,kWh,16.32,$/MWh,0.01632
4/23/2023,4/23/2023 0:00,April,account_a,10.81575,kWh,18.59,$/MWh,0.01859
4/23/2023,4/23/2023 0:00,April,account_b,68.103,kWh,18.59,$/MWh,0.01859
4/23/2023,4/23/2023 1:00,April,account_a,9.315,kWh,17.3,$/MWh,0.0173
4/23/2023,4/23/2023 1:00,April,account_b,70.38,kWh,17.3,$/MWh,0.0173
4/23/2023,4/23/2023 2:00,April,account_a,12.36825,kWh,16.84,$/MWh,0.01684
4/23/2023,4/23/2023 2:00,April,account_b,69.897,kWh,16.84,$/MWh,0.01684
4/23/2023,4/23/2023 3:00,April,account_a,9.12525,kWh,17.16,$/MWh,0.01716
4/23/2023,4/23/2023 3:00,April,account_b,73.278,kWh,17.16,$/MWh,0.01716
4/23/2023,4/23/2023 4:00,April,account_a,12.67875,kWh,17.83,$/MWh,0.01783
4/23/2023,4/23/2023 4:00,April,account_b,75.555,kWh,17.83,$/MWh,0.01783
4/23/2023,4/23/2023 5:00,April,account_a,10.281,kWh,18.83,$/MWh,0.01883
4/23/2023,4/23/2023 5:00,April,account_b,77.625,kWh,18.83,$/MWh,0.01883
4/23/2023,4/23/2023 6:00,April,account_a,12.3165,kWh,18.21,$/MWh,0.01821
4/23/2023,4/23/2023 6:00,April,account_b,84.042,kWh,18.21,$/MWh,0.01821
4/23/2023,4/23/2023 7:00,April,account_a,10.005,kWh,18.42,$/MWh,0.01842
4/23/2023,4/23/2023 7:00,April,account_b,80.868,kWh,18.42,$/MWh,0.01842
4/23/2023,4/23/2023 8:00,April,account_a,11.9715,kWh,20.53,$/MWh,0.02053
4/23/2023,4/23/2023 8:00,April,account_b,84.939,kWh,20.53,$/MWh,0.02053
4/23/2023,4/23/2023 9:00,April,account_a,10.95375,kWh,21.99,$/MWh,0.02199
4/23/2023,4/23/2023 9:00,April,account_b,79.35,kWh,21.99,$/MWh,0.02199
4/23/2023,4/23/2023 10:00,April,account_a,11.09175,kWh,23.84,$/MWh,0.02384
4/23/2023,4/23/2023 10:00,April,account_b,78.384,kWh,23.84,$/MWh,0.02384
4/23/2023,4/23/2023 11:00,April,account_a,10.695,kWh,24.66,$/MWh,0.02466
4/23/2023,4/23/2023 11:00,April,account_b,81.144,kWh,24.66,$/MWh,0.02466
4/23/2023,4/23/2023 12:00,April,account_a,11.2815,kWh,26.37,$/MWh,0.02637
4/23/2023,4/23/2023 12:00,April,account_b,82.662,kWh,26.37,$/MWh,0.02637
4/23/2023,4/23/2023 13:00,April,account_a,9.9015,kWh,26.46,$/MWh,0.02646
4/23/2023,4/23/2023 13:00,April,account_b,67.344,kWh,26.46,$/MWh,0.02646
4/23/2023,4/23/2023 14:00,April,account_a,12.558,kWh,25.11,$/MWh,0.02511
4/23/2023,4/23/2023 14:00,April,account_b,64.101,kWh,25.11,$/MWh,0.02511
4/23/2023,4/23/2023 15:00,April,account_a,10.57425,kWh,25.38,$/MWh,0.02538
4/23/2023,4/23/2023 15:00,April,account_b,52.302,kWh,25.38,$/MWh,0.02538
4/23/2023,4/23/2023 16:00,April,account_a,9.64275,kWh,26,$/MWh,0.026
4/23/2023,4/23/2023 16:00,April,account_b,50.232,kWh,26,$/MWh,0.026
4/23/2023,4/23/2023 17:00,April,account_a,13.19625,kWh,32.09,$/MWh,0.03209
4/23/2023,4/23/2023 17:00,April,account_b,55.614,kWh,32.09,$/MWh,0.03209
4/23/2023,4/23/2023 18:00,April,account_a,10.143,kWh,31.62,$/MWh,0.03162
4/23/2023,4/23/2023 18:00,April,account_b,51.957,kWh,31.62,$/MWh,0.03162
4/23/2023,4/23/2023 19:00,April,account_a,10.212,kWh,53.74,$/MWh,0.05374
4/23/2023,4/23/2023 19:00,April,account_b,58.995,kWh,53.74,$/MWh,0.05374
4/23/2023,4/23/2023 20:00,April,account_a,12.6615,kWh,72.45,$/MWh,0.07245
4/23/2023,4/23/2023 20:00,April,account_b,75.279,kWh,72.45,$/MWh,0.07245
4/23/2023,4/23/2023 21:00,April,account_a,9.22875,kWh,38.24,$/MWh,0.03824
4/23/2023,4/23/2023 21:00,April,account_b,85.146,kWh,38.24,$/MWh,0.03824
4/23/2023,4/23/2023 22:00,April,account_a,12.12675,kWh,29.6,$/MWh,0.0296
4/23/2023,4/23/2023 22:00,April,account_b,81.696,kWh,29.6,$/MWh,0.0296
4/23/2023,4/23/2023 23:00,April,account_a,10.488,kWh,26.82,$/MWh,0.02682
4/23/2023,4/23/2023 23:00,April,account_b,87.561,kWh,26.82,$/MWh,0.02682
4/24/2023,4/24/2023 0:00,April,account_a,11.19525,kWh,24.79,$/MWh,0.02479
4/24/2023,4/24/2023 0:00,April,account_b,96.531,kWh,24.79,$/MWh,0.02479
4/24/2023,4/24/2023 1:00,April,account_a,11.247,kWh,23.57,$/MWh,0.02357
4/24/2023,4/24/2023 1:00,April,account_b,100.74,kWh,23.57,$/MWh,0.02357
4/24/2023,4/24/2023 2:00,April,account_a,10.22925,kWh,22.55,$/MWh,0.02255
4/24/2023,4/24/2023 2:00,April,account_b,101.775,kWh,22.55,$/MWh,0.02255
4/24/2023,4/24/2023 3:00,April,account_a,12.60975,kWh,23.2,$/MWh,0.0232
4/24/2023,4/24/2023 3:00,April,account_b,105.846,kWh,23.2,$/MWh,0.0232
4/24/2023,4/24/2023 4:00,April,account_a,10.0395,kWh,23.99,$/MWh,0.02399
4/24/2023,4/24/2023 4:00,April,account_b,165.669,kWh,23.99,$/MWh,0.02399
4/24/2023,4/24/2023 5:00,April,account_a,13.64475,kWh,30.2,$/MWh,0.0302
4/24/2023,4/24/2023 5:00,April,account_b,273.999,kWh,30.2,$/MWh,0.0302
4/24/2023,4/24/2023 6:00,April,account_a,9.60825,kWh,71.58,$/MWh,0.07158
4/24/2023,4/24/2023 6:00,April,account_b,213.348,kWh,71.58,$/MWh,0.07158
4/24/2023,4/24/2023 7:00,April,account_a,12.92025,kWh,72.6,$/MWh,0.0726
4/24/2023,4/24/2023 7:00,April,account_b,224.319,kWh,72.6,$/MWh,0.0726
4/24/2023,4/24/2023 8:00,April,account_a,12.85125,kWh,43.04,$/MWh,0.04304
4/24/2023,4/24/2023 8:00,April,account_b,202.239,kWh,43.04,$/MWh,0.04304
4/24/2023,4/24/2023 9:00,April,account_a,13.09275,kWh,34.3,$/MWh,0.0343
4/24/2023,4/24/2023 9:00,April,account_b,168.015,kWh,34.3,$/MWh,0.0343
4/24/2023,4/24/2023 10:00,April,account_a,13.5585,kWh,30.98,$/MWh,0.03098
4/24/2023,4/24/2023 10:00,April,account_b,164.841,kWh,30.98,$/MWh,0.03098
4/24/2023,4/24/2023 11:00,April,account_a,11.3505,kWh,26.62,$/MWh,0.02662
4/24/2023,4/24/2023 11:00,April,account_b,175.536,kWh,26.62,$/MWh,0.02662
4/24/2023,4/24/2023 12:00,April,account_a,12.144,kWh,22.62,$/MWh,0.02262
4/24/2023,4/24/2023 12:00,April,account_b,160.08,kWh,22.62,$/MWh,0.02262
4/24/2023,4/24/2023 13:00,April,account_a,11.19525,kWh,20.01,$/MWh,0.02001
4/24/2023,4/24/2023 13:00,April,account_b,165.945,kWh,20.01,$/MWh,0.02001
4/24/2023,4/24/2023 14:00,April,account_a,12.558,kWh,19,$/MWh,0.019
4/24/2023,4/24/2023 14:00,April,account_b,160.701,kWh,19,$/MWh,0.019
4/24/2023,4/24/2023 15:00,April,account_a,8.2455,kWh,20.08,$/MWh,0.02008
4/24/2023,4/24/2023 15:00,April,account_b,158.838,kWh,20.08,$/MWh,0.02008
4/24/2023,4/24/2023 16:00,April,account_a,7.05525,kWh,21.56,$/MWh,0.02156
4/24/2023,4/24/2023 16:00,April,account_b,152.352,kWh,21.56,$/MWh,0.02156
4/24/2023,4/24/2023 17:00,April,account_a,4.4505,kWh,21.59,$/MWh,0.02159
4/24/2023,4/24/2023 17:00,April,account_b,140.07,kWh,21.59,$/MWh,0.02159
4/24/2023,4/24/2023 18:00,April,account_a,7.6935,kWh,21.21,$/MWh,0.02121
4/24/2023,4/24/2023 18:00,April,account_b,104.811,kWh,21.21,$/MWh,0.02121
4/24/2023,4/24/2023 19:00,April,account_a,9.798,kWh,27.9,$/MWh,0.0279
4/24/2023,4/24/2023 19:00,April,account_b,55.545,kWh,27.9,$/MWh,0.0279
4/24/2023,4/24/2023 20:00,April,account_a,9.09075,kWh,31.87,$/MWh,0.03187
4/24/2023,4/24/2023 20:00,April,account_b,58.443,kWh,31.87,$/MWh,0.03187
4/24/2023,4/24/2023 21:00,April,account_a,9.19425,kWh,21.79,$/MWh,0.02179
4/24/2023,4/24/2023 21:00,April,account_b,58.857,kWh,21.79,$/MWh,0.02179
4/24/2023,4/24/2023 22:00,April,account_a,9.33225,kWh,19.48,$/MWh,0.01948
4/24/2023,4/24/2023 22:00,April,account_b,62.721,kWh,19.48,$/MWh,0.01948
4/24/2023,4/24/2023 23:00,April,account_a,10.1775,kWh,20.05,$/MWh,0.02005
4/24/2023,4/24/2023 23:00,April,account_b,57.96,kWh,20.05,$/MWh,0.02005
4/25/2023,4/25/2023 0:00,April,account_a,10.12575,kWh,22.43,$/MWh,0.02243
4/25/2023,4/25/2023 0:00,April,account_b,60.651,kWh,22.43,$/MWh,0.02243
4/25/2023,4/25/2023 1:00,April,account_a,10.22925,kWh,20.39,$/MWh,0.02039
4/25/2023,4/25/2023 1:00,April,account_b,59.685,kWh,20.39,$/MWh,0.02039
4/25/2023,4/25/2023 2:00,April,account_a,8.60775,kWh,20.65,$/MWh,0.02065
4/25/2023,4/25/2023 2:00,April,account_b,61.686,kWh,20.65,$/MWh,0.02065
4/25/2023,4/25/2023 3:00,April,account_a,10.557,kWh,18.82,$/MWh,0.01882
4/25/2023,4/25/2023 3:00,April,account_b,64.446,kWh,18.82,$/MWh,0.01882
4/25/2023,4/25/2023 4:00,April,account_a,11.04,kWh,18.98,$/MWh,0.01898
4/25/2023,4/25/2023 4:00,April,account_b,104.811,kWh,18.98,$/MWh,0.01898
4/25/2023,4/25/2023 5:00,April,account_a,8.57325,kWh,22.07,$/MWh,0.02207
4/25/2023,4/25/2023 5:00,April,account_b,187.818,kWh,22.07,$/MWh,0.02207
4/25/2023,4/25/2023 6:00,April,account_a,11.04,kWh,39.32,$/MWh,0.03932
4/25/2023,4/25/2023 6:00,April,account_b,162.012,kWh,39.32,$/MWh,0.03932
4/25/2023,4/25/2023 7:00,April,account_a,10.3155,kWh,35.39,$/MWh,0.03539
4/25/2023,4/25/2023 7:00,April,account_b,183.195,kWh,35.39,$/MWh,0.03539
4/25/2023,4/25/2023 8:00,April,account_a,12.351,kWh,21.81,$/MWh,0.02181
4/25/2023,4/25/2023 8:00,April,account_b,196.581,kWh,21.81,$/MWh,0.02181
4/25/2023,4/25/2023 9:00,April,account_a,13.2825,kWh,19.5,$/MWh,0.0195
4/25/2023,4/25/2023 9:00,April,account_b,192.096,kWh,19.5,$/MWh,0.0195
4/25/2023,4/25/2023 10:00,April,account_a,12.8685,kWh,19.88,$/MWh,0.01988
4/25/2023,4/25/2023 10:00,April,account_b,177.399,kWh,19.88,$/MWh,0.01988
4/25/2023,4/25/2023 11:00,April,account_a,11.16075,kWh,19.88,$/MWh,0.01988
4/25/2023,4/25/2023 11:00,April,account_b,169.188,kWh,19.88,$/MWh,0.01988
4/25/2023,4/25/2023 12:00,April,account_a,10.09125,kWh,19.46,$/MWh,0.01946
4/25/2023,4/25/2023 12:00,April,account_b,162.15,kWh,19.46,$/MWh,0.01946
4/25/2023,4/25/2023 13:00,April,account_a,10.0395,kWh,18.55,$/MWh,0.01855
4/25/2023,4/25/2023 13:00,April,account_b,155.457,kWh,18.55,$/MWh,0.01855
4/25/2023,4/25/2023 14:00,April,account_a,9.4875,kWh,18.82,$/MWh,0.01882
4/25/2023,4/25/2023 14:00,April,account_b,154.629,kWh,18.82,$/MWh,0.01882
4/25/2023,4/25/2023 15:00,April,account_a,9.039,kWh,22.73,$/MWh,0.02273
4/25/2023,4/25/2023 15:00,April,account_b,155.457,kWh,22.73,$/MWh,0.02273
4/25/2023,4/25/2023 16:00,April,account_a,9.53925,kWh,23.94,$/MWh,0.02394
4/25/2023,4/25/2023 16:00,April,account_b,139.794,kWh,23.94,$/MWh,0.02394
4/25/2023,4/25/2023 17:00,April,account_a,10.281,kWh,23.91,$/MWh,0.02391
4/25/2023,4/25/2023 17:00,April,account_b,126.546,kWh,23.91,$/MWh,0.02391
4/25/2023,4/25/2023 18:00,April,account_a,10.35,kWh,24.89,$/MWh,0.02489
4/25/2023,4/25/2023 18:00,April,account_b,103.086,kWh,24.89,$/MWh,0.02489
4/25/2023,4/25/2023 19:00,April,account_a,10.902,kWh,39.17,$/MWh,0.03917
4/25/2023,4/25/2023 19:00,April,account_b,65.067,kWh,39.17,$/MWh,0.03917
4/25/2023,4/25/2023 20:00,April,account_a,10.0395,kWh,37.43,$/MWh,0.03743
4/25/2023,4/25/2023 20:00,April,account_b,67.965,kWh,37.43,$/MWh,0.03743
4/25/2023,4/25/2023 21:00,April,account_a,9.6255,kWh,20.35,$/MWh,0.02035
4/25/2023,4/25/2023 21:00,April,account_b,65.964,kWh,20.35,$/MWh,0.02035
4/25/2023,4/25/2023 22:00,April,account_a,9.47025,kWh,17.25,$/MWh,0.01725
4/25/2023,4/25/2023 22:00,April,account_b,64.584,kWh,17.25,$/MWh,0.01725
4/25/2023,4/25/2023 23:00,April,account_a,11.5575,kWh,16.29,$/MWh,0.01629
4/25/2023,4/25/2023 23:00,April,account_b,65.619,kWh,16.29,$/MWh,0.01629
4/26/2023,4/26/2023 0:00,April,account_a,11.3505,kWh,16.18,$/MWh,0.01618
4/26/2023,4/26/2023 0:00,April,account_b,68.172,kWh,16.18,$/MWh,0.01618
4/26/2023,4/26/2023 1:00,April,account_a,10.43625,kWh,14.49,$/MWh,0.01449
4/26/2023,4/26/2023 1:00,April,account_b,68.172,kWh,14.49,$/MWh,0.01449
4/26/2023,4/26/2023 2:00,April,account_a,9.453,kWh,13.31,$/MWh,0.01331
4/26/2023,4/26/2023 2:00,April,account_b,67.068,kWh,13.31,$/MWh,0.01331
4/26/2023,4/26/2023 3:00,April,account_a,11.385,kWh,14.53,$/MWh,0.01453
4/26/2023,4/26/2023 3:00,April,account_b,73.416,kWh,14.53,$/MWh,0.01453
4/26/2023,4/26/2023 4:00,April,account_a,11.4885,kWh,17.51,$/MWh,0.01751
4/26/2023,4/26/2023 4:00,April,account_b,119.508,kWh,17.51,$/MWh,0.01751
4/26/2023,4/26/2023 5:00,April,account_a,9.4185,kWh,20.39,$/MWh,0.02039
4/26/2023,4/26/2023 5:00,April,account_b,206.862,kWh,20.39,$/MWh,0.02039
4/26/2023,4/26/2023 6:00,April,account_a,11.64375,kWh,29.38,$/MWh,0.02938
4/26/2023,4/26/2023 6:00,April,account_b,192.51,kWh,29.38,$/MWh,0.02938
4/26/2023,4/26/2023 7:00,April,account_a,11.22975,kWh,30.71,$/MWh,0.03071
4/26/2023,4/26/2023 7:00,April,account_b,191.682,kWh,30.71,$/MWh,0.03071
4/26/2023,4/26/2023 8:00,April,account_a,12.71325,kWh,19.94,$/MWh,0.01994
4/26/2023,4/26/2023 8:00,April,account_b,197.892,kWh,19.94,$/MWh,0.01994
4/26/2023,4/26/2023 9:00,April,account_a,12.8685,kWh,18.46,$/MWh,0.01846
4/26/2023,4/26/2023 9:00,April,account_b,204.792,kWh,18.46,$/MWh,0.01846
4/26/2023,4/26/2023 10:00,April,account_a,14.007,kWh,20.84,$/MWh,0.02084
4/26/2023,4/26/2023 10:00,April,account_b,201.135,kWh,20.84,$/MWh,0.02084
4/26/2023,4/26/2023 11:00,April,account_a,12.1095,kWh,25.37,$/MWh,0.02537
4/26/2023,4/26/2023 11:00,April,account_b,210.519,kWh,25.37,$/MWh,0.02537
4/26/2023,4/26/2023 12:00,April,account_a,14.16225,kWh,27.31,$/MWh,0.02731
4/26/2023,4/26/2023 12:00,April,account_b,192.372,kWh,27.31,$/MWh,0.02731
4/26/2023,4/26/2023 13:00,April,account_a,13.8,kWh,27.63,$/MWh,0.02763
4/26/2023,4/26/2023 13:00,April,account_b,197.064,kWh,27.63,$/MWh,0.02763
4/26/2023,4/26/2023 14:00,April,account_a,11.937,kWh,27.8,$/MWh,0.0278
4/26/2023,4/26/2023 14:00,April,account_b,167.877,kWh,27.8,$/MWh,0.0278
4/26/2023,4/26/2023 15:00,April,account_a,10.9365,kWh,32.09,$/MWh,0.03209
4/26/2023,4/26/2023 15:00,April,account_b,161.943,kWh,32.09,$/MWh,0.03209
4/26/2023,4/26/2023 16:00,April,account_a,8.763,kWh,32.95,$/MWh,0.03295
4/26/2023,4/26/2023 16:00,April,account_b,169.395,kWh,32.95,$/MWh,0.03295
4/26/2023,4/26/2023 17:00,April,account_a,8.142,kWh,33.29,$/MWh,0.03329
4/26/2023,4/26/2023 17:00,April,account_b,180.849,kWh,33.29,$/MWh,0.03329
4/26/2023,4/26/2023 18:00,April,account_a,9.98775,kWh,33.88,$/MWh,0.03388
4/26/2023,4/26/2023 18:00,April,account_b,173.328,kWh,33.88,$/MWh,0.03388
4/26/2023,4/26/2023 19:00,April,account_a,10.74675,kWh,45.4,$/MWh,0.0454
4/26/2023,4/26/2023 19:00,April,account_b,91.149,kWh,45.4,$/MWh,0.0454
4/26/2023,4/26/2023 20:00,April,account_a,9.2115,kWh,43.99,$/MWh,0.04399
4/26/2023,4/26/2023 20:00,April,account_b,87.906,kWh,43.99,$/MWh,0.04399
4/26/2023,4/26/2023 21:00,April,account_a,11.78175,kWh,27.68,$/MWh,0.02768
4/26/2023,4/26/2023 21:00,April,account_b,91.632,kWh,27.68,$/MWh,0.02768
4/26/2023,4/26/2023 22:00,April,account_a,8.60775,kWh,21.24,$/MWh,0.02124
4/26/2023,4/26/2023 22:00,April,account_b,84.732,kWh,21.24,$/MWh,0.02124
4/26/2023,4/26/2023 23:00,April,account_a,12.5235,kWh,20.04,$/MWh,0.02004
4/26/2023,4/26/2023 23:00,April,account_b,89.148,kWh,20.04,$/MWh,0.02004
4/27/2023,4/27/2023 0:00,April,account_a,9.3495,kWh,19.29,$/MWh,0.01929
4/27/2023,4/27/2023 0:00,April,account_b,86.871,kWh,19.29,$/MWh,0.01929
4/27/2023,4/27/2023 1:00,April,account_a,11.12625,kWh,17.86,$/MWh,0.01786
4/27/2023,4/27/2023 1:00,April,account_b,92.667,kWh,17.86,$/MWh,0.01786
4/27/2023,4/27/2023 2:00,April,account_a,10.1775,kWh,16.15,$/MWh,0.01615
4/27/2023,4/27/2023 2:00,April,account_b,90.252,kWh,16.15,$/MWh,0.01615
4/27/2023,4/27/2023 3:00,April,account_a,10.074,kWh,15.35,$/MWh,0.01535
4/27/2023,4/27/2023 3:00,April,account_b,89.838,kWh,15.35,$/MWh,0.01535
4/27/2023,4/27/2023 4:00,April,account_a,11.592,kWh,15.1,$/MWh,0.0151
4/27/2023,4/27/2023 4:00,April,account_b,143.451,kWh,15.1,$/MWh,0.0151
4/27/2023,4/27/2023 5:00,April,account_a,9.05625,kWh,17.91,$/MWh,0.01791
4/27/2023,4/27/2023 5:00,April,account_b,239.223,kWh,17.91,$/MWh,0.01791
4/27/2023,4/27/2023 6:00,April,account_a,11.868,kWh,29.74,$/MWh,0.02974
4/27/2023,4/27/2023 6:00,April,account_b,198.444,kWh,29.74,$/MWh,0.02974
4/27/2023,4/27/2023 7:00,April,account_a,9.81525,kWh,26.68,$/MWh,0.02668
4/27/2023,4/27/2023 7:00,April,account_b,206.724,kWh,26.68,$/MWh,0.02668
4/27/2023,4/27/2023 8:00,April,account_a,12.351,kWh,16.62,$/MWh,0.01662
4/27/2023,4/27/2023 8:00,April,account_b,188.715,kWh,16.62,$/MWh,0.01662
4/27/2023,4/27/2023 9:00,April,account_a,13.6965,kWh,16.8,$/MWh,0.0168
4/27/2023,4/27/2023 9:00,April,account_b,178.227,kWh,16.8,$/MWh,0.0168
4/27/2023,4/27/2023 10:00,April,account_a,13.16175,kWh,18.02,$/MWh,0.01802
4/27/2023,4/27/2023 10:00,April,account_b,177.606,kWh,18.02,$/MWh,0.01802
4/27/2023,4/27/2023 11:00,April,account_a,10.5915,kWh,20.85,$/MWh,0.02085
4/27/2023,4/27/2023 11:00,April,account_b,171.327,kWh,20.85,$/MWh,0.02085
4/27/2023,4/27/2023 12:00,April,account_a,13.317,kWh,23.93,$/MWh,0.02393
4/27/2023,4/27/2023 12:00,April,account_b,173.811,kWh,23.93,$/MWh,0.02393
4/27/2023,4/27/2023 13:00,April,account_a,11.29875,kWh,25.05,$/MWh,0.02505
4/27/2023,4/27/2023 13:00,April,account_b,162.426,kWh,25.05,$/MWh,0.02505
4/27/2023,4/27/2023 14:00,April,account_a,9.98775,kWh,27.15,$/MWh,0.02715
4/27/2023,4/27/2023 14:00,April,account_b,164.91,kWh,27.15,$/MWh,0.02715
4/27/2023,4/27/2023 15:00,April,account_a,8.28,kWh,31.85,$/MWh,0.03185
4/27/2023,4/27/2023 15:00,April,account_b,154.491,kWh,31.85,$/MWh,0.03185
4/27/2023,4/27/2023 16:00,April,account_a,7.245,kWh,34.51,$/MWh,0.03451
4/27/2023,4/27/2023 16:00,April,account_b,142.278,kWh,34.51,$/MWh,0.03451
4/27/2023,4/27/2023 17:00,April,account_a,5.658,kWh,41.01,$/MWh,0.04101
4/27/2023,4/27/2023 17:00,April,account_b,133.86,kWh,41.01,$/MWh,0.04101
4/27/2023,4/27/2023 18:00,April,account_a,3.98475,kWh,54.66,$/MWh,0.05466
4/27/2023,4/27/2023 18:00,April,account_b,112.746,kWh,54.66,$/MWh,0.05466
4/27/2023,4/27/2023 19:00,April,account_a,7.245,kWh,197.69,$/MWh,0.19769
4/27/2023,4/27/2023 19:00,April,account_b,76.935,kWh,197.69,$/MWh,0.19769
4/27/2023,4/27/2023 20:00,April,account_a,8.57325,kWh,199.78,$/MWh,0.19978
4/27/2023,4/27/2023 20:00,April,account_b,79.902,kWh,199.78,$/MWh,0.19978
4/27/2023,4/27/2023 21:00,April,account_a,9.57375,kWh,34.56,$/MWh,0.03456
4/27/2023,4/27/2023 21:00,April,account_b,80.937,kWh,34.56,$/MWh,0.03456
4/27/2023,4/27/2023 22:00,April,account_a,9.53925,kWh,22.26,$/MWh,0.02226
4/27/2023,4/27/2023 22:00,April,account_b,82.8,kWh,22.26,$/MWh,0.02226
4/27/2023,4/27/2023 23:00,April,account_a,10.57425,kWh,17.36,$/MWh,0.01736
4/27/2023,4/27/2023 23:00,April,account_b,86.871,kWh,17.36,$/MWh,0.01736
4/28/2023,4/28/2023 0:00,April,account_a,10.67775,kWh,16.78,$/MWh,0.01678
4/28/2023,4/28/2023 0:00,April,account_b,81.144,kWh,16.78,$/MWh,0.01678
4/28/2023,4/28/2023 1:00,April,account_a,9.177,kWh,13.7,$/MWh,0.0137
4/28/2023,4/28/2023 1:00,April,account_b,89.631,kWh,13.7,$/MWh,0.0137
4/28/2023,4/28/2023 2:00,April,account_a,10.35,kWh,11.82,$/MWh,0.01182
4/28/2023,4/28/2023 2:00,April,account_b,89.631,kWh,11.82,$/MWh,0.01182
4/28/2023,4/28/2023 3:00,April,account_a,11.1435,kWh,10.85,$/MWh,0.01085
4/28/2023,4/28/2023 3:00,April,account_b,96.669,kWh,10.85,$/MWh,0.01085
4/28/2023,4/28/2023 4:00,April,account_a,9.0735,kWh,12.22,$/MWh,0.01222
4/28/2023,4/28/2023 4:00,April,account_b,143.451,kWh,12.22,$/MWh,0.01222
4/28/2023,4/28/2023 5:00,April,account_a,12.23025,kWh,15.82,$/MWh,0.01582
4/28/2023,4/28/2023 5:00,April,account_b,238.533,kWh,15.82,$/MWh,0.01582
4/28/2023,4/28/2023 6:00,April,account_a,8.9355,kWh,21.4,$/MWh,0.0214
4/28/2023,4/28/2023 6:00,April,account_b,211.002,kWh,21.4,$/MWh,0.0214
4/28/2023,4/28/2023 7:00,April,account_a,12.05775,kWh,21.49,$/MWh,0.02149
4/28/2023,4/28/2023 7:00,April,account_b,187.818,kWh,21.49,$/MWh,0.02149
4/28/2023,4/28/2023 8:00,April,account_a,12.02325,kWh,18.75,$/MWh,0.01875
4/28/2023,4/28/2023 8:00,April,account_b,170.292,kWh,18.75,$/MWh,0.01875
4/28/2023,4/28/2023 9:00,April,account_a,12.98925,kWh,19.26,$/MWh,0.01926
4/28/2023,4/28/2023 9:00,April,account_b,167.67,kWh,19.26,$/MWh,0.01926
4/28/2023,4/28/2023 10:00,April,account_a,12.627,kWh,19.9,$/MWh,0.0199
4/28/2023,4/28/2023 10:00,April,account_b,162.012,kWh,19.9,$/MWh,0.0199
4/28/2023,4/28/2023 11:00,April,account_a,13.71375,kWh,21.54,$/MWh,0.02154
4/28/2023,4/28/2023 11:00,April,account_b,153.525,kWh,21.54,$/MWh,0.02154
4/28/2023,4/28/2023 12:00,April,account_a,11.71275,kWh,23.85,$/MWh,0.02385
4/28/2023,4/28/2023 12:00,April,account_b,146.142,kWh,23.85,$/MWh,0.02385
4/28/2023,4/28/2023 13:00,April,account_a,10.26375,kWh,27.95,$/MWh,0.02795
4/28/2023,4/28/2023 13:00,April,account_b,146.004,kWh,27.95,$/MWh,0.02795
4/28/2023,4/28/2023 14:00,April,account_a,11.4195,kWh,34.54,$/MWh,0.03454
4/28/2023,4/28/2023 14:00,April,account_b,143.451,kWh,34.54,$/MWh,0.03454
4/28/2023,4/28/2023 15:00,April,account_a,12.71325,kWh,41.05,$/MWh,0.04105
4/28/2023,4/28/2023 15:00,April,account_b,141.174,kWh,41.05,$/MWh,0.04105
4/28/2023,4/28/2023 16:00,April,account_a,13.85175,kWh,41.67,$/MWh,0.04167
4/28/2023,4/28/2023 16:00,April,account_b,141.933,kWh,41.67,$/MWh,0.04167
4/28/2023,4/28/2023 17:00,April,account_a,9.98775,kWh,40,$/MWh,0.04
4/28/2023,4/28/2023 17:00,April,account_b,147.729,kWh,40,$/MWh,0.04
4/28/2023,4/28/2023 18:00,April,account_a,10.488,kWh,30.97,$/MWh,0.03097
4/28/2023,4/28/2023 18:00,April,account_b,132.411,kWh,30.97,$/MWh,0.03097
